position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:16.424,1:16.553,1:15.419
2,77,Valtteri Bottas,Mercedes,1:16.569,1:16.702,1:15.734
3,33,Max Verstappen,Red Bull,1:16.214,1:15.650,1:15.840
4,11,Sergio Pérez,Red Bull,1:17.233,1:16.443,1:16.421
5,10,Pierre Gasly,AlphaTauri,1:16.874,1:16.394,1:16.483
6,4,Lando Norris,McLaren,1:17.081,1:16.385,1:16.489
7,16,Charles Leclerc,Ferrari,1:17.084,1:16.574,1:16.496
8,31,Esteban Ocon,Alpine F1 Team,1:17.367,1:16.766,1:16.653
9,14,Fernando Alonso,Alpine F1 Team,1:17.123,1:16.541,1:16.715
10,5,Sebastian Vettel,Aston Martin,1:17.105,1:16.794,1:16.750
11,3,Daniel Ricciardo,McLaren,1:17.664,1:16.871,
12,18,Lance Stroll,Aston Martin,1:17.038,1:16.893,
13,7,Kimi Räikkönen,Alfa Romeo,1:17.553,1:17.564,
14,99,Antonio Giovinazzi,Alfa Romeo,1:17.776,1:17.583,
15,55,Carlos Sainz,Ferrari,1:16.649,,
16,22,Yuki Tsunoda,AlphaTauri,1:17.919,,
17,63,George Russell,Williams,1:17.944,,
18,6,Nicholas Latifi,Williams,1:18.036,,
19,9,Nikita Mazepin,Haas F1 Team,1:18.922,,
20,47,Mick Schumacher,Haas F1 Team,,,
