position,number,driver,constructor,laps,grid,status,points
1,31,Esteban Ocon,Alpine F1 Team,70,8,Finished,25
2,44,Lewis Hamilton,Mercedes,70,1,Finished,18
3,55,Carlos Sainz,Ferrari,70,15,Finished,15
4,14,Fernando Alonso,Alpine F1 Team,70,9,Finished,12
5,10,Pierre Gasly,AlphaTauri,70,5,Finished,11
6,22,Yuki Tsunoda,AlphaTauri,70,16,Finished,8
7,6,Nicholas Latifi,Williams,70,18,Finished,6
8,63,George Russell,Williams,70,17,Finished,4
9,33,Max Verstappen,Red Bull,70,3,Finished,2
10,7,Kimi Räikkönen,Alfa Romeo,69,13,+1 Lap,1
11,3,Daniel Ricciardo,McLaren,69,11,+1 Lap,0
12,47,Mick Schumacher,Haas F1 Team,69,20,+1 Lap,0
13,99,Antonio Giovinazzi,Alfa Romeo,69,0,+1 Lap,0
14,9,Nikita Mazepin,Haas F1 Team,3,19,Collision,0
15,4,Lando Norris,McLaren,2,6,Collision,0
16,77,Valtteri Bottas,Mercedes,0,2,Collision,0
17,11,Sergio Pérez,Red Bull,0,4,Collision,0
18,16,Charles Leclerc,Ferrari,0,7,Collision,0
19,18,Lance Stroll,Aston Martin,0,12,Collision,0
20,5,Sebastian Vettel,Aston Martin,70,10,Disqualified,0
