position,number,driver,constructor,laps,grid,status,points
1,1,Graham Hill,BRM,110,1,Finished,9
2,2,Richie Ginther,BRM,110,4,Finished,6
3,8,Jim Clark,Lotus-Climax,109,2,+1 Lap,4
4,5,Jack Brabham,Brabham,108,5,+2 Laps,3
5,24,Lorenzo Bandini,Ferrari,106,9,+4 Laps,2
6,12,Carel Godin de Beaufort,Porsche,99,19,+11 Laps,1
7,21,Peter Broeker,Stebro,88,21,+22 Laps,0
8,11,Jo Bonnier,Cooper-Climax,85,12,+25 Laps,0
9,23,John Surtees,Ferrari,82,3,Engine,0
10,16,Jim Hall,Lotus-BRM,76,16,Gearbox,0
11,3,Bruce McLaren,Cooper-Climax,74,11,Fuel pump,0
12,14,Jo Siffert,Lotus-BRM,56,14,Gearbox,0
13,4,Tony Maggs,Cooper-Climax,44,10,Ignition,0
14,18,Rodger Ward,Lotus-BRM,44,17,Gearbox,0
15,6,Dan Gurney,Brabham,42,6,Chassis,0
16,10,Pedro Rodríguez,Lotus-Climax,36,13,Engine,0
17,9,Trevor Taylor,Lotus-Climax,24,7,Electrical,0
18,17,Masten Gregory,Lola,14,8,Engine,0
19,22,Hap Sharp,Lotus-BRM,6,18,Retired,0
20,25,Phil Hill,ATS,4,15,Oil pump,0
21,26,Giancarlo Baghetti,ATS,0,20,Oil pump,0
22,7,Walt Hansgen,Lotus-Climax,0,0,Withdrew,0
23,15,Innes Ireland,Lotus-BRM,0,0,Withdrew,0
24,19,Ernie de Vos,Stebro,0,0,Withdrew,0
