position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,70,6,Finished,10
2,2,Rubens Barrichello,Ferrari,70,7,Finished,8
3,9,Jenson Button,BAR,70,2,Finished,6
4,11,Giancarlo Fisichella,Sauber,69,11,+1 Lap,5
5,6,Kimi Räikkönen,McLaren,69,8,+1 Lap,4
6,5,David Coulthard,McLaren,69,9,+1 Lap,3
7,19,Timo Glock,Jordan,68,16,+2 Laps,2
8,18,Nick Heidfeld,Jordan,68,15,+2 Laps,1
9,15,Christian Klien,Jaguar,67,10,+3 Laps,0
10,21,Zsolt Baumgartner,Minardi,66,18,+4 Laps,0
11,12,Felipe Massa,Sauber,62,17,Accident,0
12,10,Takuma Sato,BAR,48,20,Engine,0
13,8,Fernando Alonso,Renault,44,5,Driveshaft,0
14,20,Gianmaria Bruni,Minardi,30,19,Gearbox,0
15,14,Mark Webber,Jaguar,6,14,Suspension,0
16,7,Jarno Trulli,Renault,0,3,Transmission,0
17,4,Ralf Schumacher,Williams,70,1,Disqualified,0
18,3,Juan Pablo Montoya,Williams,70,4,Disqualified,0
19,16,Cristiano da Matta,Toyota,69,12,Disqualified,0
20,17,Olivier Panis,Toyota,69,13,Disqualified,0
