Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,70,7
2,Rubens Barrichello,Ferrari,54,0
3,Jenson Button,BAR,44,0
4,Jarno Trulli,Renault,36,1
5,Fernando Alonso,Renault,25,0
6,Juan Pablo Montoya,Williams,24,0
7,Ralf Schumacher,Williams,12,0
8,Giancarlo Fisichella,Sauber,10,0
9,Takuma Sato,BAR,8,0
10,David Coulthard,McLaren,7,0
11,Felipe Massa,Sauber,5,0
12,Kimi Räikkönen,McLaren,5,0
13,Cristiano da Matta,Toyota,3,0
14,Nick Heidfeld,Jordan,3,0
15,Mark Webber,Jaguar,3,0
16,Timo Glock,Jordan,2,0
17,Olivier Panis,Toyota,1,0
18,Christian Klien,Jaguar,0,0
19,Zsolt Baumgartner,Minardi,0,0
20,Giorgio Pantano,Jordan,0,0
21,Gianmaria Bruni,Minardi,0,0
