position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:45.376,1:42.905,1:42.841
2,9,Nico Rosberg,Mercedes,1:45.208,1:43.892,1:42.932
3,8,Romain Grosjean,Lotus F1,1:45.851,1:43.957,1:43.058
4,2,Mark Webber,Red Bull,1:45.271,1:43.272,1:43.152
5,10,Lewis Hamilton,Mercedes,1:44.196,1:43.920,1:43.254
6,4,Felipe Massa,Ferrari,1:45.658,1:44.376,1:43.890
7,3,Fernando Alonso,Ferrari,1:45.115,1:44.153,1:43.938
8,5,Jenson Button,McLaren,1:45.009,1:44.497,1:44.282
9,19,Daniel Ricciardo,Toro Rosso,1:45.379,1:44.407,1:44.439
10,12,Esteban Gutiérrez,Sauber,1:45.483,1:44.245,
11,11,Nico Hülkenberg,Sauber,1:45.381,1:44.555,
12,18,Jean-Éric Vergne,Toro Rosso,1:45.657,1:44.588,
13,7,Kimi Räikkönen,Lotus F1,1:45.522,1:44.658,
14,6,Sergio Pérez,McLaren,1:45.164,1:44.752,
15,15,Adrian Sutil,Force India,1:45.960,1:45.185,
16,17,Valtteri Bottas,Williams,1:45.982,1:45.388,
17,14,Paul di Resta,Force India,1:46.121,,
18,16,Pastor Maldonado,Williams,1:46.619,,
19,20,Charles Pic,Caterham,1:48.111,,
20,21,Giedo van der Garde,Caterham,1:48.320,,
21,22,Jules Bianchi,Marussia,1:48.830,,
22,23,Max Chilton,Marussia,1:48.930,,
