Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,93,3
2,Nico Rosberg,Mercedes,66,0
3,Sebastian Vettel,Ferrari,65,1
4,Kimi Räikkönen,Ferrari,42,0
5,Felipe Massa,Williams,31,0
6,Valtteri Bottas,Williams,30,0
7,Daniel Ricciardo,Red Bull,19,0
8,Felipe Nasr,Sauber,14,0
9,Romain Grosjean,Lotus F1,12,0
10,Nico Hülkenberg,Force India,6,0
11,Max Verstappen,Toro Rosso,6,0
12,Carlos Sainz,Toro Rosso,6,0
13,Sergio Pérez,Force India,5,0
14,Marcus Ericsson,Sauber,5,0
15,Daniil Kvyat,Red Bull,4,0
16,Fernando Alonso,McLaren,0,0
17,Jenson Button,McLaren,0,0
18,Roberto Merhi,Manor Marussia,0,0
19,Will Stevens,Manor Marussia,0,0
20,Pastor Maldonado,Lotus F1,0,0
21,Kevin Magnussen,McLaren,0,0
