position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,60,1,Finished,10
2,2,Rubens Barrichello,Ferrari,60,7,Finished,8
3,9,Jenson Button,BAR,60,5,Finished,6
4,7,Jarno Trulli,Renault,60,3,Finished,5
5,8,Fernando Alonso,Renault,60,6,Finished,4
6,11,Giancarlo Fisichella,Sauber,60,19,Finished,3
7,14,Mark Webber,Jaguar,60,14,Finished,2
8,3,Juan Pablo Montoya,Williams,59,8,+1 Lap,1
9,12,Felipe Massa,Sauber,59,16,+1 Lap,0
10,18,Nick Heidfeld,Jordan,59,13,+1 Lap,0
11,17,Olivier Panis,Toyota,59,10,+1 Lap,0
12,15,Christian Klien,Jaguar,59,12,+1 Lap,0
13,19,Giorgio Pantano,Jordan,58,15,+2 Laps,0
14,20,Gianmaria Bruni,Minardi,57,20,+3 Laps,0
15,21,Zsolt Baumgartner,Minardi,57,17,+3 Laps,0
16,10,Takuma Sato,BAR,47,2,Engine,0
17,5,David Coulthard,McLaren,25,18,Engine,0
18,6,Kimi Räikkönen,McLaren,9,4,Engine,0
19,4,Ralf Schumacher,Williams,0,9,Collision,0
20,16,Cristiano da Matta,Toyota,0,11,Collision,0
