position,number,driver,constructor,laps,grid,status,points
1,1,Denny Hulme,McLaren-Ford,90,6,Finished,9
2,2,Bruce McLaren,McLaren-Ford,89,8,+1 Lap,6
3,16,Pedro Rodríguez,BRM,88,12,+2 Laps,4
4,3,Graham Hill,Lotus-Ford,86,5,+4 Laps,3
5,21,Vic Elford,Cooper-BRM,86,16,+4 Laps,2
6,14,Jackie Stewart,Matra-Ford,83,11,+7 Laps,1
7,18,Jean-Pierre Beltoise,Matra,77,15,Gearbox,0
8,9,Chris Amon,Ferrari,72,2,Transmission,0
9,15,Johnny Servoz-Gavin,Matra-Ford,71,13,Accident,0
10,20,Lucien Bianchi,Cooper-BRM,56,18,Not classified,0
11,19,Henri Pescarolo,Matra,54,19,Oil pressure,0
12,6,Jochen Rindt,Brabham-Repco,39,1,Engine,0
13,4,Jackie Oliver,Lotus-Ford,32,19,Halfshaft,0
14,5,Jack Brabham,Brabham-Repco,31,10,Suspension,0
15,12,Jo Siffert,Lotus-Ford,29,3,Oil leak,0
16,11,Dan Gurney,McLaren-Ford,29,4,Radiator,0
17,24,Piers Courage,BRM,22,14,Gearbox,0
18,27,Bill Brack,Lotus-Ford,18,20,Halfshaft,0
19,8,John Surtees,Honda,10,7,Gearbox,0
20,22,Jo Bonnier,McLaren-BRM,0,17,Fuel system,0
21,10,Jacky Ickx,Ferrari,0,0,Accident,0
