position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Ferrari,1:12.538,1:12.505,1:11.212
2,77,Valtteri Bottas,Mercedes,1:12.962,1:12.152,1:11.416
3,7,Kimi Räikkönen,Ferrari,1:12.505,1:12.336,1:11.547
4,33,Max Verstappen,Red Bull,1:13.127,1:12.188,1:11.822
5,20,Kevin Magnussen,Haas F1 Team,1:13.105,1:12.523,1:12.200
6,8,Romain Grosjean,Haas F1 Team,1:12.986,1:12.722,1:12.544
7,27,Nico Hülkenberg,Renault,1:13.479,1:12.946,1:12.560
8,55,Carlos Sainz,Renault,1:13.324,1:13.032,1:12.692
9,16,Charles Leclerc,Sauber,1:13.077,1:12.995,1:12.717
10,11,Sergio Pérez,Force India,1:13.427,1:13.072,1:12.774
11,14,Fernando Alonso,McLaren,1:13.614,1:13.657,
12,35,Sergey Sirotkin,Williams,1:13.708,1:13.702,
13,9,Marcus Ericsson,Sauber,1:13.562,1:13.736,
14,44,Lewis Hamilton,Mercedes,1:13.012,,
15,3,Daniel Ricciardo,Red Bull,1:13.318,,
16,31,Esteban Ocon,Force India,1:13.720,,
17,10,Pierre Gasly,Toro Rosso,1:13.749,,
18,28,Brendon Hartley,Toro Rosso,1:14.045,,
19,18,Lance Stroll,Williams,1:14.206,,
20,2,Stoffel Vandoorne,McLaren,1:14.401,,
