position,number,driver,constructor,Q1,Q2,Q3
1,2,Rubens Barrichello,Ferrari,1:34.012,,
2,6,Kimi Räikkönen,McLaren,1:34.178,,
3,9,Jenson Button,BAR,1:34.295,,
4,12,Felipe Massa,Sauber,1:34.759,,
5,4,Ralf Schumacher,Williams,1:34.891,,
6,8,Fernando Alonso,Renault,1:34.917,,
7,11,Giancarlo Fisichella,Sauber,1:34.951,,
8,17,Olivier Panis,Toyota,1:34.975,,
9,10,Takuma Sato,BAR,1:34.993,,
10,5,David Coulthard,McLaren,1:35.029,,
11,3,Juan Pablo Montoya,Williams,1:35.245,,
12,14,Mark Webber,Jaguar,1:35.286,,
13,7,Jacques Villeneuve,Renault,1:35.384,,
14,16,Ricardo Zonta,Toyota,1:35.410,,
15,18,Nick Heidfeld,Jordan,1:36.507,,
16,15,Christian Klien,Jaguar,1:36.535,,
17,19,Timo Glock,Jordan,1:37.140,,
18,21,Zsolt Baumgartner,Minardi,1:40.240,,
19,20,Gianmaria Bruni,Minardi,,,
20,1,Michael Schumacher,Ferrari,,,
