Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,27,2
2,Tony Brooks,Ferrari,23,2
3,Phil Hill,Ferrari,13,0
4,Jo Bonnier,BRM,10,1
5,Maurice Trintignant,Cooper-Climax,9,0
6,Stirling Moss,Cooper-Climax,8.5,0
7,Bruce McLaren,Cooper-Climax,8.5,0
8,Rodger Ward,Watson,8,1
9,Dan Gurney,Ferrari,6,0
10,Jim Rathmann,Watson,6,0
11,Johnny Thomson,Lesovsky,5,0
12,Masten Gregory,Cooper-Climax,4,0
13,Harry Schell,BRM,3,0
14,Innes Ireland,Team Lotus,3,0
15,Tony Bettenhausen,Epperly,3,0
16,Olivier Gendebien,Ferrari,3,0
17,Jean Behra,Ferrari,2,0
18,Paul Goldsmith,Epperly,2,0
19,Roy Salvadori,Cooper-Maserati,0,0
20,Ron Flockhart,BRM,0,0
21,Ian Burgess,Cooper-Maserati,0,0
22,Johnny Boyd,Epperly,0,0
23,Graham Hill,Team Lotus,0,0
24,Duane Carter,Kurtis Kraft,0,0
25,Giorgio Scarlatti,Maserati,0,0
26,Eddie Johnson,Kurtis Kraft,0,0
27,Alan Stacey,Team Lotus,0,0
28,Carel Godin de Beaufort,Porsche,0,0
29,Cliff Allison,Ferrari,0,0
30,Paul Russo,Kurtis Kraft,0,0
