position,number,driver,constructor,laps,grid,status,points
1,5,Michael Schumacher,Ferrari,73,1,Finished,10
2,6,Felipe Massa,Ferrari,73,2,Finished,8
3,2,Giancarlo Fisichella,Renault,73,3,Finished,6
4,8,Jarno Trulli,Toyota,73,22,Finished,5
5,1,Fernando Alonso,Renault,73,5,Finished,4
6,11,Rubens Barrichello,Honda,73,4,Finished,3
7,14,David Coulthard,Red Bull,72,17,+1 Lap,2
8,20,Vitantonio Liuzzi,Toro Rosso,72,20,+1 Lap,1
9,10,Nico Rosberg,Williams,72,21,+1 Lap,0
10,7,Ralf Schumacher,Toyota,62,8,+11 Laps,0
11,19,Christijan Albers,MF1,37,14,Transmission,0
12,17,Jacques Villeneuve,BMW Sauber,23,6,Engine,0
13,18,Tiago Monteiro,MF1,9,15,Accident,0
14,22,Takuma Sato,Super Aguri,6,18,Accident,0
15,12,Jenson Button,Honda,3,7,Accident,0
16,3,Kimi Räikkönen,McLaren,0,9,Accident,0
17,16,Nick Heidfeld,BMW Sauber,0,10,Accident,0
18,4,Juan Pablo Montoya,McLaren,0,11,Accident,0
19,9,Mark Webber,Williams,0,12,Accident,0
20,21,Scott Speed,Toro Rosso,0,13,Accident,0
21,15,Christian Klien,Red Bull,0,16,Accident,0
22,23,Franck Montagny,Super Aguri,0,19,Accident,0
