Position,Driver,Constructor,Points,Wins
1,Alain Prost,McLaren,76,4
2,Ayrton Senna,McLaren,60,6
3,Nigel Mansell,Ferrari,38,2
4,Riccardo Patrese,Williams,36,0
5,Thierry Boutsen,Williams,28,1
6,Alessandro Nannini,Benetton,26,1
7,Gerhard Berger,Ferrari,21,1
8,Nelson Piquet,Team Lotus,12,0
9,Jean Alesi,Tyrrell,8,0
10,Derek Warwick,Arrows,7,0
11,Eddie Cheever,Arrows,6,0
12,Stefan Johansson,Onyx,6,0
13,Michele Alboreto,Tyrrell,6,0
14,Johnny Herbert,Benetton,5,0
15,Andrea de Cesaris,Dallara,4,0
16,Maurício Gugelmin,March,4,0
17,Stefano Modena,Brabham,4,0
18,Alex Caffi,Dallara,4,0
19,Pierluigi Martini,Minardi,4,0
20,Martin Brundle,Brabham,4,0
21,Christian Danner,Rial,3,0
22,René Arnoux,Ligier,2,0
23,Jonathan Palmer,Tyrrell,2,0
24,Olivier Grouillard,Ligier,1,0
25,Gabriele Tarquini,AGS,1,0
26,Luis Pérez-Sala,Minardi,1,0
27,Philippe Alliot,Larrousse,1,0
28,Satoru Nakajima,Team Lotus,0,0
29,Emanuele Pirro,Benetton,0,0
30,Ivan Capelli,March,0,0
