position,number,driver,constructor,Q1,Q2,Q3
1,5,Damon Hill,Williams,1:18.111,,
2,11,Rubens Barrichello,Jordan,1:19.092,,
3,6,Jacques Villeneuve,Williams,1:19.254,,
4,1,Michael Schumacher,Ferrari,1:19.474,,
5,3,Jean Alesi,Benetton,1:19.484,,
6,12,Martin Brundle,Jordan,1:19.519,,
7,7,Mika Häkkinen,McLaren,1:19.607,,
8,4,Gerhard Berger,Benetton,1:19.762,,
9,15,Heinz-Harald Frentzen,Sauber,1:19.799,,
10,2,Eddie Irvine,Ferrari,1:19.951,,
11,19,Mika Salo,Tyrrell,1:20.000,,
12,14,Johnny Herbert,Sauber,1:20.144,,
13,17,Jos Verstappen,Footwork,1:20.157,,
14,8,David Coulthard,McLaren,1:20.167,,
15,9,Olivier Panis,Ligier,1:20.426,,
16,18,Ukyo Katayama,Tyrrell,1:20.427,,
17,16,Ricardo Rosset,Footwork,1:20.440,,
18,20,Pedro Lamy,Minardi,1:21.491,,
19,22,Luca Badoer,Forti,1:23.174,,
20,23,Andrea Montermini,Forti,1:23.454,,
21,21,Tarso Marques,Minardi,,,
22,10,Pedro Diniz,Ligier,,,
