Position,Driver,Constructor,Points,Wins
1,Damon Hill,Williams,20,2
2,Jean Alesi,Benetton,6,0
3,Jacques Villeneuve,Williams,6,0
4,Mika Häkkinen,McLaren,5,0
5,Eddie Irvine,Ferrari,4,0
6,Michael Schumacher,Ferrari,4,0
7,Gerhard Berger,Benetton,3,0
8,Mika Salo,Tyrrell,3,0
9,Olivier Panis,Ligier,1,0
10,Pedro Diniz,Ligier,0,0
11,Heinz-Harald Frentzen,Sauber,0,0
12,Ukyo Katayama,Tyrrell,0,0
13,Ricardo Rosset,Footwork,0,0
14,Pedro Lamy,Minardi,0,0
15,Luca Badoer,Forti,0,0
16,Martin Brundle,Jordan,0,0
