position,number,driver,constructor,Q1,Q2,Q3
1,4,Ralf Schumacher,Williams,1:15.019,,
2,3,Juan Pablo Montoya,Williams,1:15.136,,
3,1,Michael Schumacher,Ferrari,1:15.480,,
4,6,Kimi Räikkönen,McLaren,1:15.533,,
5,5,David Coulthard,McLaren,1:15.628,,
6,7,Jarno Trulli,Renault,1:15.967,,
7,8,Fernando Alonso,Renault,1:16.087,,
8,2,Rubens Barrichello,Ferrari,1:16.166,,
9,14,Mark Webber,Jaguar,1:16.308,,
10,20,Olivier Panis,Toyota,1:16.345,,
11,15,Antônio Pizzonia,Jaguar,1:16.965,,
12,16,Jacques Villeneuve,BAR,1:16.990,,
13,21,Cristiano da Matta,Toyota,1:17.068,,
14,17,Jenson Button,BAR,1:17.077,,
15,9,Nick Heidfeld,Sauber,1:17.445,,
16,10,Heinz-Harald Frentzen,Sauber,1:17.562,,
17,11,Giancarlo Fisichella,Jordan,1:18.431,,
18,12,Ralph Firman,Jordan,1:18.514,,
19,19,Jos Verstappen,Minardi,1:18.709,,
20,18,Justin Wilson,Minardi,1:19.619,,
