Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,Team Lotus,61,5
2,Jackie Stewart,Tyrrell,45,4
3,Denny Hulme,McLaren,39,1
4,Jacky Ickx,Ferrari,27,1
5,Peter Revson,McLaren,23,0
6,François Cevert,Tyrrell,15,0
7,Clay Regazzoni,Ferrari,15,0
8,Mike Hailwood,Surtees,13,0
9,Ronnie Peterson,March,12,0
10,Chris Amon,Matra,12,0
11,Jean-Pierre Beltoise,BRM,9,1
12,Mario Andretti,Ferrari,4,0
13,Howden Ganley,BRM,4,0
14,Brian Redman,McLaren,4,0
15,Graham Hill,Brabham,4,0
16,Carlos Reutemann,Brabham,3,0
17,Andrea de Adamich,Surtees,3,0
18,Carlos Pace,March,3,0
19,Tim Schenken,Surtees,2,0
20,Arturo Merzario,Ferrari,1,0
21,Peter Gethin,BRM,1,0
22,Wilson Fittipaldi,Brabham,0,0
23,Niki Lauda,March,0,0
24,Patrick Depailler,Tyrrell,0,0
25,Helmut Marko,BRM,0,0
26,Mike Beuttler,March,0,0
27,Henri Pescarolo,March,0,0
28,David Walker,Team Lotus,0,0
29,Jody Scheckter,McLaren,0,0
30,Rolf Stommelen,March,0,0
