Position,Driver,Constructor,Points,Wins
1,Graham Hill,Lotus-Ford,24,2
2,Denny Hulme,McLaren-BRM,10,0
3,Jim Clark,Lotus-Ford,9,1
4,Richard Attwood,BRM,6,0
5,Ludovico Scarfiotti,Cooper-BRM,6,0
6,Jochen Rindt,Brabham-Repco,4,0
7,Brian Redman,Cooper-Maserati,4,0
8,Lucien Bianchi,Cooper-BRM,4,0
9,Chris Amon,Ferrari,3,0
10,Jean-Pierre Beltoise,Matra-Ford,3,0
11,Jo Siffert,Cooper-Maserati,0,0
12,John Surtees,Honda,0,0
13,John Love,Brabham-Repco,0,0
14,Bruce McLaren,McLaren-Ford,0,0
15,Pedro Rodríguez,BRM,0,0
16,Piers Courage,BRM,0,0
17,Jackie Pretorius,Brabham-Climax,0,0
18,Dan Gurney,Eagle-Weslake,0,0
19,Jacky Ickx,Ferrari,0,0
20,Jack Brabham,Brabham-Repco,0,0
21,Jo Bonnier,Cooper-Maserati,0,0
22,Johnny Servoz-Gavin,Matra-Ford,0,0
23,Jackie Stewart,Matra-Ford,0,0
24,Sam Tingle,LDS,0,0
25,Jackie Oliver,Lotus-Ford,0,0
26,Basil van Rooyen,Cooper-Climax,0,0
27,Silvio Moser,Brabham-Repco,0,0
28,Andrea de Adamich,Ferrari,0,0
29,Mike Spence,BRM,0,0
30,Dave Charlton,Brabham-Repco,0,0
