position,number,driver,constructor,laps,grid,status,points
1,3,Daniel Ricciardo,Red Bull,56,4,Finished,25
2,33,Max Verstappen,Red Bull,56,3,Finished,18
3,6,Nico Rosberg,Mercedes,56,2,Finished,15
4,7,Kimi Räikkönen,Ferrari,56,6,Finished,12
5,77,Valtteri Bottas,Williams,56,11,Finished,10
6,11,Sergio Pérez,Force India,56,7,Finished,8
7,14,Fernando Alonso,McLaren,56,22,Finished,6
8,27,Nico Hülkenberg,Force India,56,8,Finished,4
9,22,Jenson Button,McLaren,56,9,Finished,2
10,30,Jolyon Palmer,Renault,56,19,Finished,1
11,55,Carlos Sainz,Toro Rosso,56,16,Finished,0
12,9,Marcus Ericsson,Sauber,55,17,+1 Lap,0
13,19,Felipe Massa,Williams,55,10,+1 Lap,0
14,26,Daniil Kvyat,Toro Rosso,55,15,+1 Lap,0
15,94,Pascal Wehrlein,Manor Marussia,55,21,+1 Lap,0
16,31,Esteban Ocon,Manor Marussia,55,20,+1 Lap,0
17,12,Felipe Nasr,Sauber,46,18,Brakes,0
18,44,Lewis Hamilton,Mercedes,40,1,Engine,0
19,21,Esteban Gutiérrez,Haas F1 Team,39,13,Wheel nut,0
20,20,Kevin Magnussen,Renault,17,14,Power loss,0
21,8,Romain Grosjean,Haas F1 Team,7,12,Brakes,0
22,5,Sebastian Vettel,Ferrari,0,5,Collision,0
