position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:34.444,1:33.046,1:32.850
2,6,Nico Rosberg,Mercedes,1:34.460,1:33.609,1:33.264
3,33,Max Verstappen,Red Bull,1:35.443,1:33.775,1:33.420
4,3,Daniel Ricciardo,Red Bull,1:35.079,1:33.888,1:33.467
5,5,Sebastian Vettel,Ferrari,1:34.557,1:33.972,1:33.584
6,7,Kimi Räikkönen,Ferrari,1:34.556,1:33.903,1:33.632
7,11,Sergio Pérez,Force India,1:35.068,1:34.538,1:34.319
8,27,Nico Hülkenberg,Force India,1:34.827,1:34.441,1:34.489
9,22,Jenson Button,McLaren,1:35.267,1:34.431,1:34.518
10,19,Felipe Massa,Williams,1:35.267,1:34.422,1:34.671
11,77,Valtteri Bottas,Williams,1:35.166,1:34.577,
12,8,Romain Grosjean,Haas F1 Team,1:35.400,1:35.001,
13,21,Esteban Gutiérrez,Haas F1 Team,1:35.658,1:35.097,
14,20,Kevin Magnussen,Renault,1:35.593,1:35.277,
15,26,Daniil Kvyat,Toro Rosso,1:35.695,1:35.369,
16,55,Carlos Sainz,Toro Rosso,1:35.605,1:35.374,
17,9,Marcus Ericsson,Sauber,1:35.816,,
18,12,Felipe Nasr,Sauber,1:35.949,,
19,30,Jolyon Palmer,Renault,1:35.999,,
20,31,Esteban Ocon,Manor Marussia,1:36.451,,
21,94,Pascal Wehrlein,Manor Marussia,1:36.587,,
22,14,Fernando Alonso,McLaren,1:37.155,,
