position,number,driver,constructor,Q1,Q2,Q3
1,33,Max Verstappen,Red Bull,1:08.242,1:07.503,1:07.508
2,5,Sebastian Vettel,Ferrari,1:08.556,1:08.050,1:07.631
3,44,Lewis Hamilton,Mercedes,1:08.614,1:08.088,1:07.699
4,16,Charles Leclerc,Ferrari,1:08.496,1:07.888,1:07.728
5,77,Valtteri Bottas,Mercedes,1:08.545,1:08.232,1:07.874
6,23,Alexander Albon,Red Bull,1:08.503,1:08.117,1:07.935
7,10,Pierre Gasly,Toro Rosso,1:08.909,1:08.770,1:08.837
8,8,Romain Grosjean,Haas F1 Team,1:09.197,1:08.705,1:08.854
9,7,Kimi Räikkönen,Alfa Romeo,1:09.276,1:08.858,1:08.984
10,20,Kevin Magnussen,Haas F1 Team,1:08.875,1:08.803,1:09.037
11,4,Lando Norris,McLaren,1:08.891,1:08.868,
12,3,Daniel Ricciardo,Renault,1:09.086,1:08.903,
13,99,Antonio Giovinazzi,Alfa Romeo,1:09.175,1:08.919,
14,27,Nico Hülkenberg,Renault,1:09.050,1:08.921,
15,11,Sergio Pérez,Racing Point,1:09.288,1:09.035,
16,26,Daniil Kvyat,Toro Rosso,1:09.320,,
17,18,Lance Stroll,Racing Point,1:09.536,,
18,63,George Russell,Williams,1:10.126,,
19,88,Robert Kubica,Williams,1:10.614,,
20,55,Carlos Sainz,McLaren,,,
