Position,Driver,Constructor,Points,Wins
1,Graham Hill,BRM,9,1
2,Richie Ginther,BRM,6,0
3,Bruce McLaren,Cooper-Climax,4,0
4,John Surtees,Ferrari,3,0
5,Tony Maggs,Cooper-Climax,2,0
6,Trevor Taylor,Lotus-Climax,1,0
7,Jo Bonnier,Cooper-Climax,0,0
8,Jim Clark,Lotus-Climax,0,0
9,Jack Brabham,Lotus-Climax,0,0
10,Innes Ireland,Lotus-BRM,0,0
11,Willy Mairesse,Ferrari,0,0
12,Maurice Trintignant,Lola,0,0
13,Dan Gurney,Brabham,0,0
14,Jim Hall,Lotus-BRM,0,0
15,Jo Siffert,Lotus-BRM,0,0
16,Chris Amon,Lola,0,0
17,Bernard Collomb,Lotus-Climax,0,0
18,Phil Hill,ATS,0,0
19,Giancarlo Baghetti,ATS,0,0
20,John Campbell-Jones,Lotus-BRM,0,0
21,Ian Burgess,Scirocco,0,0
22,Tony Settember,Scirocco,0,0
23,Nasif Estéfano,De Tomaso,0,0
24,Lorenzo Bandini,BRM,0,0
25,Carel Godin de Beaufort,Porsche,0,0
