position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:14.011,1:13.486,1:13.014
2,5,Fernando Alonso,Ferrari,1:13.822,1:13.672,1:13.199
3,6,Felipe Massa,Ferrari,1:14.026,1:13.431,1:13.217
4,2,Mark Webber,Red Bull,1:14.375,1:13.654,1:13.429
5,3,Lewis Hamilton,McLaren,1:14.114,1:13.926,1:13.565
6,8,Nico Rosberg,Mercedes,1:14.920,1:13.950,1:13.814
7,4,Jenson Button,McLaren,1:14.374,1:13.955,1:13.838
8,7,Michael Schumacher,Mercedes,1:14.970,1:14.242,1:13.864
9,9,Nick Heidfeld,Renault,1:15.096,1:14.467,1:14.062
10,10,Vitaly Petrov,Renault,1:14.699,1:14.354,1:14.085
11,15,Paul di Resta,Force India,1:14.874,1:14.752,
12,12,Pastor Maldonado,Williams,1:15.585,1:15.043,
13,16,Kamui Kobayashi,Sauber,1:15.694,1:15.285,
14,14,Adrian Sutil,Force India,1:14.931,1:15.287,
15,18,Sébastien Buemi,Toro Rosso,1:15.901,1:15.334,
16,11,Rubens Barrichello,Williams,1:15.331,1:15.361,
17,17,Pedro de la Rosa,Sauber,1:16.229,1:15.587,
18,19,Jaime Alguersuari,Toro Rosso,1:16.294,,
19,21,Jarno Trulli,Lotus,1:16.745,,
20,20,Heikki Kovalainen,Lotus,1:16.786,,
21,23,Vitantonio Liuzzi,HRT,1:18.424,,
22,24,Timo Glock,Virgin,1:18.537,,
23,22,Narain Karthikeyan,HRT,1:18.574,,
24,25,Jérôme d'Ambrosio,Virgin,1:19.414,,
