position,number,driver,constructor,Q1,Q2,Q3
1,8,Fernando Alonso,Renault,1:37.044,,
2,7,Jarno Trulli,Renault,1:37.217,,
3,1,Michael Schumacher,Ferrari,1:37.393,,
4,5,David Coulthard,McLaren,1:37.454,,
5,2,Rubens Barrichello,Ferrari,1:37.579,,
6,9,Nick Heidfeld,Sauber,1:37.766,,
7,6,Kimi Räikkönen,McLaren,1:37.858,,
8,3,Juan Pablo Montoya,Williams,1:37.974,,
9,17,Jenson Button,BAR,1:38.073,,
10,20,Olivier Panis,Toyota,1:38.094,,
11,21,Cristiano da Matta,Toyota,1:38.097,,
12,16,Jacques Villeneuve,BAR,1:38.289,,
13,10,Heinz-Harald Frentzen,Sauber,1:38.291,,
14,11,Giancarlo Fisichella,Jordan,1:38.416,,
15,15,Antônio Pizzonia,Jaguar,1:38.516,,
16,14,Mark Webber,Jaguar,1:38.624,,
17,4,Ralf Schumacher,Williams,1:38.789,,
18,19,Jos Verstappen,Minardi,1:40.417,,
19,18,Justin Wilson,Minardi,1:40.599,,
20,12,Ralph Firman,Jordan,1:40.910,,
