Position,Driver,Constructor,Points,Wins
1,Kimi Räikkönen,McLaren,16,1
2,David Coulthard,McLaren,10,1
3,Juan Pablo Montoya,Williams,8,0
4,Rubens Barrichello,Ferrari,8,0
5,Fernando Alonso,Renault,8,0
6,Michael Schumacher,Ferrari,8,0
7,Jarno Trulli,Renault,8,0
8,Ralf Schumacher,Williams,6,0
9,Heinz-Harald Frentzen,Sauber,3,0
10,Jenson Button,BAR,2,0
11,Nick Heidfeld,Sauber,1,0
12,Jacques Villeneuve,BAR,0,0
13,Ralph Firman,Jordan,0,0
14,Jos Verstappen,Minardi,0,0
15,Cristiano da Matta,Toyota,0,0
