position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:14.661,1:14.187,1:13.784
2,4,Lewis Hamilton,McLaren,1:14.891,1:14.371,1:14.087
3,5,Fernando Alonso,Ferrari,1:14.916,1:14.314,1:14.151
4,2,Mark Webber,Red Bull,1:14.956,1:14.479,1:14.346
5,8,Nico Rosberg,Mercedes,1:15.098,1:14.568,1:14.411
6,6,Felipe Massa,Ferrari,1:15.194,1:14.641,1:14.465
7,10,Romain Grosjean,Lotus F1,1:15.163,1:14.627,1:14.645
8,11,Paul di Resta,Force India,1:15.019,1:14.639,1:14.705
9,7,Michael Schumacher,Mercedes,1:14.892,1:14.480,1:14.812
10,3,Jenson Button,McLaren,1:14.799,1:14.680,1:15.182
11,14,Kamui Kobayashi,Sauber,1:15.101,1:14.688,
12,9,Kimi Räikkönen,Lotus F1,1:14.995,1:14.734,
13,12,Nico Hülkenberg,Force India,1:15.106,1:14.748,
14,16,Daniel Ricciardo,Toro Rosso,1:15.552,1:15.078,
15,15,Sergio Pérez,Sauber,1:15.326,1:15.156,
16,19,Bruno Senna,Williams,1:14.995,1:15.170,
17,18,Pastor Maldonado,Williams,1:14.979,1:15.231,
18,20,Heikki Kovalainen,Caterham,1:16.263,,
19,21,Vitaly Petrov,Caterham,1:16.482,,
20,17,Jean-Éric Vergne,Toro Rosso,1:16.602,,
21,22,Pedro de la Rosa,HRT,1:17.492,,
22,24,Timo Glock,Marussia,1:17.901,,
23,25,Charles Pic,Marussia,1:18.255,,
24,23,Narain Karthikeyan,HRT,1:18.330,,
