position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,56,1,Finished,25
2,6,Nico Rosberg,Mercedes,56,3,Finished,18
3,1,Sebastian Vettel,Red Bull,56,2,Finished,15
4,14,Fernando Alonso,Ferrari,56,4,Finished,12
5,27,Nico Hülkenberg,Force India,56,7,Finished,10
6,22,Jenson Button,McLaren,56,10,Finished,8
7,19,Felipe Massa,Williams,56,13,Finished,6
8,77,Valtteri Bottas,Williams,56,18,Finished,4
9,20,Kevin Magnussen,McLaren,55,8,+1 Lap,2
10,26,Daniil Kvyat,Toro Rosso,55,11,+1 Lap,1
11,8,Romain Grosjean,Lotus F1,55,15,+1 Lap,0
12,7,Kimi Räikkönen,Ferrari,55,6,+1 Lap,0
13,10,Kamui Kobayashi,Caterham,55,20,+1 Lap,0
14,9,Marcus Ericsson,Caterham,54,22,+2 Laps,0
15,4,Max Chilton,Marussia,54,21,+2 Laps,0
16,3,Daniel Ricciardo,Red Bull,49,5,Technical,0
17,21,Esteban Gutiérrez,Sauber,35,12,Gearbox,0
18,99,Adrian Sutil,Sauber,32,17,Electrical,0
19,25,Jean-Éric Vergne,Toro Rosso,18,9,Power Unit,0
20,17,Jules Bianchi,Marussia,8,19,Brakes,0
21,13,Pastor Maldonado,Lotus F1,7,16,Engine,0
22,11,Sergio Pérez,Force India,0,14,Withdrew,0
