position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:57.202,1:59.041,1:59.431
2,1,Sebastian Vettel,Red Bull,1:57.654,1:59.399,1:59.486
3,6,Nico Rosberg,Mercedes,1:57.183,1:59.445,2:00.050
4,14,Fernando Alonso,Ferrari,1:58.889,2:01.356,2:00.175
5,3,Daniel Ricciardo,Red Bull,1:58.913,2:00.147,2:00.541
6,7,Kimi Räikkönen,Ferrari,1:59.257,2:01.532,2:01.218
7,27,Nico Hülkenberg,Force India,1:58.883,2:00.839,2:01.712
8,20,Kevin Magnussen,McLaren,2:00.356,2:02.094,2:02.213
9,25,Jean-Éric Vergne,Toro Rosso,2:01.689,2:02.096,2:03.078
10,22,Jenson Button,McLaren,2:00.889,2:01.810,2:04.053
11,26,Daniil Kvyat,Toro Rosso,2:01.175,2:02.351,
12,21,Esteban Gutiérrez,Sauber,2:01.134,2:02.369,
13,19,Felipe Massa,Williams,2:00.047,2:02.460,
14,11,Sergio Pérez,Force India,2:00.076,2:02.511,
15,77,Valtteri Bottas,Williams,1:59.709,2:02.756,
16,8,Romain Grosjean,Lotus F1,2:00.202,2:02.885,
17,13,Pastor Maldonado,Lotus F1,2:02.074,,
18,99,Adrian Sutil,Sauber,2:02.131,,
19,17,Jules Bianchi,Marussia,2:02.702,,
20,10,Kamui Kobayashi,Caterham,2:03.595,,
21,4,Max Chilton,Marussia,2:04.388,,
22,9,Marcus Ericsson,Caterham,2:04.407,,
