position,number,driver,constructor,Q1,Q2,Q3
1,8,Nico Rosberg,Mercedes,1:36.875,1:35.725,1:35.121
2,4,Lewis Hamilton,McLaren,1:36.763,1:35.902,1:35.626
3,7,Michael Schumacher,Mercedes,1:36.797,1:35.794,1:35.691
4,14,Kamui Kobayashi,Sauber,1:36.863,1:35.853,1:35.784
5,9,Kimi Räikkönen,Lotus F1,1:36.850,1:35.921,1:35.898
6,3,Jenson Button,McLaren,1:36.746,1:35.942,1:36.191
7,2,Mark Webber,Red Bull,1:36.682,1:35.700,1:36.290
8,15,Sergio Pérez,Sauber,1:36.198,1:35.831,1:36.524
9,5,Fernando Alonso,Ferrari,1:36.292,1:35.982,1:36.622
10,10,Romain Grosjean,Lotus F1,1:36.343,1:35.903,
11,1,Sebastian Vettel,Red Bull,1:36.911,1:36.031,
12,6,Felipe Massa,Ferrari,1:36.556,1:36.255,
13,18,Pastor Maldonado,Williams,1:36.528,1:36.283,
14,19,Bruno Senna,Williams,1:36.674,1:36.289,
15,11,Paul di Resta,Force India,1:36.639,1:36.317,
16,12,Nico Hülkenberg,Force India,1:36.921,1:36.745,
17,16,Daniel Ricciardo,Toro Rosso,1:36.933,1:36.956,
18,17,Jean-Éric Vergne,Toro Rosso,1:37.714,,
19,20,Heikki Kovalainen,Caterham,1:38.463,,
20,21,Vitaly Petrov,Caterham,1:38.677,,
21,24,Timo Glock,Marussia,1:39.282,,
22,25,Charles Pic,Marussia,1:39.717,,
23,22,Pedro de la Rosa,HRT,1:40.411,,
24,23,Narain Karthikeyan,HRT,1:41.000,,
