position,number,driver,constructor,laps,grid,status,points
1,8,Nico Rosberg,Mercedes,56,1,Finished,25
2,3,Jenson Button,McLaren,56,5,Finished,18
3,4,Lewis Hamilton,McLaren,56,7,Finished,15
4,2,Mark Webber,Red Bull,56,6,Finished,12
5,1,Sebastian Vettel,Red Bull,56,11,Finished,10
6,10,Romain Grosjean,Lotus F1,56,10,Finished,8
7,19,Bruno Senna,Williams,56,14,Finished,6
8,18,Pastor Maldonado,Williams,56,13,Finished,4
9,5,Fernando Alonso,Ferrari,56,9,Finished,2
10,14,Kamui Kobayashi,Sauber,56,3,Finished,1
11,15,Sergio Pérez,Sauber,56,8,Finished,0
12,11,Paul di Resta,Force India,56,15,Finished,0
13,6,Felipe Massa,Ferrari,56,12,Finished,0
14,9,Kimi Räikkönen,Lotus F1,56,4,Finished,0
15,12,Nico Hülkenberg,Force India,56,16,Finished,0
16,17,Jean-Éric Vergne,Toro Rosso,56,24,Finished,0
17,16,Daniel Ricciardo,Toro Rosso,56,17,Finished,0
18,21,Vitaly Petrov,Caterham,55,19,+1 Lap,0
19,24,Timo Glock,Marussia,55,20,+1 Lap,0
20,25,Charles Pic,Marussia,55,21,+1 Lap,0
21,22,Pedro de la Rosa,HRT,55,22,+1 Lap,0
22,23,Narain Karthikeyan,HRT,54,23,+2 Laps,0
23,20,Heikki Kovalainen,Caterham,53,18,+3 Laps,0
24,7,Michael Schumacher,Mercedes,12,2,Wheel nut,0
