Position,Driver,Constructor,Points,Wins
1,Mario Andretti,Team Lotus,27,2
2,Patrick Depailler,Tyrrell,23,1
3,Carlos Reutemann,Ferrari,22,2
4,Ronnie Peterson,Team Lotus,20,1
5,Niki Lauda,Brabham,16,0
6,John Watson,Brabham,7,0
7,Emerson Fittipaldi,Fittipaldi,6,0
8,Jacques Laffite,Ligier,6,0
9,Didier Pironi,Tyrrell,5,0
10,Jody Scheckter,Wolf,4,0
11,Alan Jones,Williams,3,0
12,Gilles Villeneuve,Ferrari,3,0
13,James Hunt,McLaren,3,0
14,Clay Regazzoni,Shadow,2,0
15,Riccardo Patrese,Arrows,2,0
16,Patrick Tambay,McLaren,1,0
17,Jochen Mass,ATS,0,0
18,Brett Lunger,McLaren,0,0
19,Jean-Pierre Jarier,ATS,0,0
20,Bruno Giacomelli,McLaren,0,0
21,Rolf Stommelen,Arrows,0,0
22,René Arnoux,Martini,0,0
23,Hector Rebaque,Team Lotus,0,0
24,Jean-Pierre Jabouille,Renault,0,0
25,Vittorio Brambilla,Surtees,0,0
26,Jacky Ickx,Ensign,0,0
27,Hans-Joachim Stuck,Shadow,0,0
28,Rupert Keegan,Surtees,0,0
29,Arturo Merzario,Merzario,0,0
30,Danny Ongais,Ensign,0,0
