Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Benetton,30,3
2,Damon Hill,Williams,7,0
3,Rubens Barrichello,Jordan,7,0
4,Gerhard Berger,Ferrari,6,0
5,Nicola Larini,Ferrari,6,0
6,Mika Häkkinen,McLaren,4,0
7,Jean Alesi,Ferrari,4,0
8,Karl Wendlinger,Sauber,4,0
9,Ukyo Katayama,Tyrrell,4,0
10,Christian Fittipaldi,Footwork,3,0
11,Heinz-Harald Frentzen,Sauber,2,0
12,Érik Comas,Larrousse,1,0
13,Johnny Herbert,Team Lotus,0,0
14,Pedro Lamy,Team Lotus,0,0
15,Martin Brundle,McLaren,0,0
16,Pierluigi Martini,Minardi,0,0
17,Olivier Panis,Ligier,0,0
18,Mark Blundell,Tyrrell,0,0
19,Éric Bernard,Ligier,0,0
20,Roland Ratzenberger,Simtek,0,0
21,David Brabham,Simtek,0,0
22,Gianni Morbidelli,Footwork,0,0
23,Ayrton Senna,Williams,0,0
24,Michele Alboreto,Minardi,0,0
25,Andrea de Cesaris,Jordan,0,0
26,Eddie Irvine,Jordan,0,0
27,Jos Verstappen,Benetton,0,0
28,Bertrand Gachot,Pacific,0,0
29,Aguri Suzuki,Jordan,0,0
30,Olivier Beretta,Larrousse,0,0
