position,number,driver,constructor,laps,grid,status,points
1,22,Lewis Hamilton,McLaren,67,1,Finished,10
2,6,Nelson Piquet Jr.,Renault,67,17,Finished,8
3,2,Felipe Massa,Ferrari,67,2,Finished,6
4,3,Nick Heidfeld,BMW Sauber,67,12,Finished,5
5,23,Heikki Kovalainen,McLaren,67,3,Finished,4
6,1,Kimi Räikkönen,Ferrari,67,6,Finished,3
7,4,Robert Kubica,BMW Sauber,67,7,Finished,2
8,15,Sebastian Vettel,Toro Rosso,67,9,Finished,1
9,11,Jarno Trulli,Toyota,67,4,Finished,0
10,7,Nico Rosberg,Williams,67,13,Finished,0
11,5,Fernando Alonso,Renault,67,5,Finished,0
12,14,Sébastien Bourdais,Toro Rosso,67,15,Finished,0
13,9,David Coulthard,Red Bull,67,10,Finished,0
14,8,Kazuki Nakajima,Williams,67,16,Finished,0
15,20,Adrian Sutil,Force India,67,19,Finished,0
16,21,Giancarlo Fisichella,Force India,67,20,Finished,0
17,16,Jenson Button,Honda,66,14,+1 Lap,0
18,17,Rubens Barrichello,Honda,50,18,Collision,0
19,10,Mark Webber,Red Bull,40,8,Engine,0
20,12,Timo Glock,Toyota,35,11,Suspension,0
