position,number,driver,constructor,Q1,Q2,Q3
1,5,Fernando Alonso,Ferrari,1:16.073,1:38.521,1:40.621
2,1,Sebastian Vettel,Red Bull,1:16.393,1:38.309,1:41.026
3,2,Mark Webber,Red Bull,1:16.500,1:39.382,1:41.496
4,7,Michael Schumacher,Mercedes,1:16.686,1:38.010,1:42.459
5,12,Nico Hülkenberg,Force India,1:16.271,1:39.467,1:43.501
6,18,Pastor Maldonado,Williams,1:16.181,1:38.731,1:43.950
7,3,Jenson Button,McLaren,1:16.507,1:38.659,1:44.113
8,4,Lewis Hamilton,McLaren,1:16.221,1:37.365,1:44.186
9,11,Paul di Resta,Force India,1:16.352,1:39.703,1:44.889
10,9,Kimi Räikkönen,Lotus F1,1:15.693,1:39.729,1:45.811
11,16,Daniel Ricciardo,Toro Rosso,1:16.516,1:39.789,
12,15,Sergio Pérez,Sauber,1:15.726,1:39.933,
13,14,Kamui Kobayashi,Sauber,1:16.481,1:39.985,
14,6,Felipe Massa,Ferrari,1:16.265,1:40.212,
15,10,Romain Grosjean,Lotus F1,1:16.685,1:40.574,
16,19,Bruno Senna,Williams,1:16.426,1:40.752,
17,8,Nico Rosberg,Mercedes,1:15.988,1:41.551,
18,17,Jean-Éric Vergne,Toro Rosso,1:16.741,,
19,20,Heikki Kovalainen,Caterham,1:17.620,,
20,21,Vitaly Petrov,Caterham,1:18.531,,
21,25,Charles Pic,Marussia,1:19.220,,
22,24,Timo Glock,Marussia,1:19.291,,
23,22,Pedro de la Rosa,HRT,1:19.912,,
24,23,Narain Karthikeyan,HRT,1:20.230,,
