position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:11.542,1:10.835,1:10.166
2,77,Valtteri Bottas,Mercedes,1:11.562,1:10.701,1:10.252
3,33,Max Verstappen,Red Bull,1:11.597,1:10.618,1:10.641
4,5,Sebastian Vettel,Ferrari,1:11.434,1:11.227,1:10.947
5,10,Pierre Gasly,Red Bull,1:11.740,1:11.457,1:11.041
6,20,Kevin Magnussen,Haas F1 Team,1:11.865,1:11.363,1:11.109
7,3,Daniel Ricciardo,Renault,1:11.767,1:11.543,1:11.218
8,26,Daniil Kvyat,Toro Rosso,1:11.602,1:11.412,1:11.271
9,55,Carlos Sainz,McLaren,1:11.872,1:11.608,1:11.417
10,23,Alexander Albon,Toro Rosso,1:12.007,1:11.429,1:11.653
11,27,Nico Hülkenberg,Renault,1:12.097,1:11.670,
12,4,Lando Norris,McLaren,1:11.845,1:11.724,
13,8,Romain Grosjean,Haas F1 Team,1:11.837,1:12.027,
14,7,Kimi Räikkönen,Alfa Romeo,1:11.993,1:12.115,
15,99,Antonio Giovinazzi,Alfa Romeo,1:11.976,1:12.185,
16,16,Charles Leclerc,Ferrari,1:12.149,,
17,11,Sergio Pérez,Racing Point,1:12.233,,
18,18,Lance Stroll,Racing Point,1:12.846,,
19,63,George Russell,Williams,1:13.477,,
20,88,Robert Kubica,Williams,1:13.751,,
