Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,31,2
2,Tony Brooks,Ferrari,27,2
3,Stirling Moss,Cooper-Climax,25.5,2
4,Phil Hill,Ferrari,20,0
5,Maurice Trintignant,Cooper-Climax,19,0
6,Bruce McLaren,Cooper-Climax,16.5,1
7,Dan Gurney,Ferrari,13,0
8,Jo Bonnier,BRM,10,1
9,Masten Gregory,Cooper-Climax,10,0
10,Rodger Ward,Watson,8,1
11,Jim Rathmann,Watson,6,0
12,Johnny Thomson,Lesovsky,5,0
13,Harry Schell,BRM,5,0
14,Innes Ireland,Team Lotus,5,0
15,Olivier Gendebien,Ferrari,3,0
16,Tony Bettenhausen,Epperly,3,0
17,Cliff Allison,Ferrari,2,0
18,Jean Behra,Ferrari,2,0
19,Paul Goldsmith,Epperly,2,0
20,Roy Salvadori,Cooper-Maserati,0,0
21,Ron Flockhart,BRM,0,0
22,Ian Burgess,Cooper-Maserati,0,0
23,Wolfgang von Trips,Porsche,0,0
24,Johnny Boyd,Epperly,0,0
25,Graham Hill,Team Lotus,0,0
26,Harry Blanchard,Porsche,0,0
27,Duane Carter,Kurtis Kraft,0,0
28,Carroll Shelby,Aston Martin,0,0
29,Giorgio Scarlatti,Maserati,0,0
30,Alan Stacey,Team Lotus,0,0
