Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,20,2
2,Giancarlo Fisichella,Benetton,8,0
3,Rubens Barrichello,Ferrari,6,0
4,Ralf Schumacher,Williams,6,0
5,Heinz-Harald Frentzen,Jordan,4,0
6,Jarno Trulli,Jordan,3,0
7,Jacques Villeneuve,BAR,3,0
8,Ricardo Zonta,BAR,1,0
9,Jenson Button,Williams,1,0
10,Jos Verstappen,Arrows,0,0
11,Alexander Wurz,Benetton,0,0
12,Pedro de la Rosa,Arrows,0,0
13,Marc Gené,Minardi,0,0
14,Nick Heidfeld,Prost,0,0
15,Gastón Mazzacane,Minardi,0,0
