Position,Driver,Constructor,Points,Wins
1,Graham Hill,BRM,42,4
2,Jim Clark,Lotus-Climax,30,3
3,Bruce McLaren,Cooper-Climax,27,1
4,John Surtees,Lola,19,0
5,Dan Gurney,Porsche,15,1
6,Phil Hill,Ferrari,14,0
7,Tony Maggs,Cooper-Climax,13,0
8,Richie Ginther,BRM,10,0
9,Jack Brabham,Lotus-Climax,9,0
10,Trevor Taylor,Lotus-Climax,6,0
11,Giancarlo Baghetti,Ferrari,5,0
12,Lorenzo Bandini,Ferrari,4,0
13,Ricardo Rodríguez,Ferrari,4,0
14,Willy Mairesse,Ferrari,3,0
15,Jo Bonnier,Porsche,3,0
16,Innes Ireland,Lotus-Climax,2,0
17,Carel Godin de Beaufort,Porsche,2,0
18,Masten Gregory,Lotus-Climax,1,0
19,Neville Lederle,Lotus-Climax,1,0
20,Maurice Trintignant,Lotus-Climax,0,0
21,Jackie Lewis,Cooper-Climax,0,0
22,John Love,Cooper-Climax,0,0
23,Nino Vaccarella,Lotus-Climax,0,0
24,Lucien Bianchi,Lotus-Climax,0,0
25,Bruce Johnstone,BRM,0,0
26,Roger Penske,Lotus-Climax,0,0
27,Jo Siffert,Lotus-Climax,0,0
28,Ernie Pieterse,Lotus-Climax,0,0
29,Rob Schroeder,Lotus-Climax,0,0
30,Ian Burgess,Cooper-Climax,0,0
