position,number,driver,constructor,Q1,Q2,Q3
1,3,Jenson Button,McLaren,1:49.250,1:47.654,1:47.573
2,14,Kamui Kobayashi,Sauber,1:49.686,1:48.569,1:47.871
3,18,Pastor Maldonado,Williams,1:48.993,1:48.780,1:47.893
4,9,Kimi Räikkönen,Lotus F1,1:49.546,1:48.414,1:48.205
5,15,Sergio Pérez,Sauber,1:49.642,1:47.980,1:48.219
6,5,Fernando Alonso,Ferrari,1:49.401,1:48.598,1:48.313
7,2,Mark Webber,Red Bull,1:49.859,1:48.546,1:48.392
8,4,Lewis Hamilton,McLaren,1:49.605,1:48.563,1:48.394
9,10,Romain Grosjean,Lotus F1,1:50.126,1:48.714,1:48.538
10,11,Paul di Resta,Force India,1:50.033,1:48.729,1:48.890
11,1,Sebastian Vettel,Red Bull,1:49.722,1:48.792,
12,12,Nico Hülkenberg,Force India,1:49.362,1:48.855,
13,7,Michael Schumacher,Mercedes,1:49.742,1:49.081,
14,6,Felipe Massa,Ferrari,1:49.588,1:49.147,
15,17,Jean-Éric Vergne,Toro Rosso,1:49.763,1:49.354,
16,16,Daniel Ricciardo,Toro Rosso,1:49.572,1:49.543,
17,19,Bruno Senna,Williams,1:49.958,1:50.088,
18,8,Nico Rosberg,Mercedes,1:50.181,,
19,20,Heikki Kovalainen,Caterham,1:51.739,,
20,21,Vitaly Petrov,Caterham,1:51.967,,
21,24,Timo Glock,Marussia,1:52.336,,
22,22,Pedro de la Rosa,HRT,1:53.030,,
23,25,Charles Pic,Marussia,1:53.493,,
24,23,Narain Karthikeyan,HRT,1:54.989,,
