position,number,driver,constructor,laps,grid,status,points
1,3,Jenson Button,McLaren,44,1,Finished,25
2,1,Sebastian Vettel,Red Bull,44,10,Finished,18
3,9,Kimi Räikkönen,Lotus F1,44,3,Finished,15
4,12,Nico Hülkenberg,Force India,44,11,Finished,12
5,6,Felipe Massa,Ferrari,44,14,Finished,10
6,2,Mark Webber,Red Bull,44,12,Finished,8
7,7,Michael Schumacher,Mercedes,44,13,Finished,6
8,17,Jean-Éric Vergne,Toro Rosso,44,15,Finished,4
9,16,Daniel Ricciardo,Toro Rosso,44,16,Finished,2
10,11,Paul di Resta,Force India,44,9,Finished,1
11,8,Nico Rosberg,Mercedes,44,23,Finished,0
12,19,Bruno Senna,Williams,44,17,Finished,0
13,14,Kamui Kobayashi,Sauber,44,2,Finished,0
14,21,Vitaly Petrov,Caterham,43,19,+1 Lap,0
15,24,Timo Glock,Marussia,43,20,+1 Lap,0
16,25,Charles Pic,Marussia,43,22,+1 Lap,0
17,20,Heikki Kovalainen,Caterham,43,18,+1 Lap,0
18,22,Pedro de la Rosa,HRT,43,21,+1 Lap,0
19,23,Narain Karthikeyan,HRT,29,24,Spun off,0
20,18,Pastor Maldonado,Williams,4,6,Collision,0
21,15,Sergio Pérez,Sauber,0,4,Collision,0
22,5,Fernando Alonso,Ferrari,0,5,Collision,0
23,4,Lewis Hamilton,McLaren,0,7,Collision,0
24,10,Romain Grosjean,Lotus F1,0,8,Collision,0
