Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Brabham-Repco,42,4
2,John Surtees,Ferrari,28,2
3,Jochen Rindt,Cooper-Maserati,22,0
4,Denny Hulme,Brabham-Climax,18,0
5,Graham Hill,BRM,17,0
6,Jim Clark,Lotus-Climax,16,1
7,Jackie Stewart,BRM,14,1
8,Mike Parkes,Ferrari,12,0
9,Lorenzo Bandini,Ferrari,12,0
10,Ludovico Scarfiotti,Ferrari,9,1
11,Richie Ginther,Cooper-Maserati,5,0
12,Dan Gurney,Eagle-Climax,4,0
13,Mike Spence,Lotus-BRM,4,0
14,Bob Bondurant,BRM,3,0
15,Jo Siffert,Brabham-BRM,3,0
16,Bruce McLaren,McLaren-Ford,3,0
17,Peter Arundell,Lotus-BRM,1,0
18,Jo Bonnier,Cooper-Maserati,1,0
19,Bob Anderson,Brabham-Climax,1,0
20,John Taylor,Brabham-BRM,1,0
21,Chris Irwin,Brabham-Climax,0,0
22,Ronnie Bucknum,Honda,0,0
23,Chris Amon,Cooper-Maserati,0,0
24,Guy Ligier,Cooper-Maserati,0,0
25,Giacomo Russo,Lotus-Climax,0,0
26,Chris Lawrence,Cooper-Ferrari,0,0
27,Innes Ireland,BRM,0,0
28,Pedro Rodríguez,Lotus-Climax,0,0
29,Giancarlo Baghetti,Ferrari,0,0
30,Moisés Solana,Cooper-Maserati,0,0
