Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Tyrrell,33,3
2,Jacky Ickx,Ferrari,19,1
3,Mario Andretti,Ferrari,9,1
4,Pedro Rodríguez,BRM,9,0
5,Ronnie Peterson,March-Ford,9,0
6,Clay Regazzoni,Ferrari,8,0
7,Chris Amon,Matra,8,0
8,François Cevert,Tyrrell,6,0
9,Emerson Fittipaldi,Lotus-Ford,6,0
10,Denny Hulme,McLaren,6,0
11,Jo Siffert,BRM,4,0
12,Reine Wisell,Lotus-Ford,4,0
13,John Surtees,Surtees,2,0
14,Jean-Pierre Beltoise,Matra,1,0
15,Rolf Stommelen,Surtees,1,0
16,Howden Ganley,BRM,0,0
17,Brian Redman,Surtees,0,0
18,Peter Gethin,McLaren,0,0
19,Henri Pescarolo,March-Ford,0,0
20,Gijs van Lennep,Surtees,0,0
21,Tim Schenken,Brabham,0,0
22,Graham Hill,Brabham,0,0
23,Andrea de Adamich,March-Alfa Romeo,0,0
24,François Mazet,March-Ford,0,0
25,Skip Barber,March-Ford,0,0
26,Max Jean,March-Ford,0,0
27,Alex Soler-Roig,March-Ford,0,0
28,Dave Charlton,Brabham,0,0
29,John Love,March-Ford,0,0
30,Jackie Pretorius,Brabham,0,0
