position,number,driver,constructor,laps,grid,status,points
1,9,Olivier Panis,Ligier,75,14,Finished,10
2,8,David Coulthard,McLaren,75,5,Finished,6
3,14,Johnny Herbert,Sauber,75,13,Finished,4
4,15,Heinz-Harald Frentzen,Sauber,74,9,Withdrew,3
5,19,Mika Salo,Tyrrell,70,11,Collision,2
6,7,Mika Häkkinen,McLaren,70,8,Collision,1
7,2,Eddie Irvine,Ferrari,68,7,Collision,0
8,6,Jacques Villeneuve,Williams,66,10,Collision,0
9,3,Jean Alesi,Benetton,60,3,Suspension,0
10,22,Luca Badoer,Forti,60,21,Collision,0
11,5,Damon Hill,Williams,40,2,Engine,0
12,12,Martin Brundle,Jordan,30,16,Spun off,0
13,4,Gerhard Berger,Benetton,9,4,Gearbox,0
14,10,Pedro Diniz,Ligier,5,17,Transmission,0
15,16,Ricardo Rosset,Footwork,3,20,Spun off,0
16,18,Ukyo Katayama,Tyrrell,2,15,Spun off,0
17,1,Michael Schumacher,Ferrari,0,1,Spun off,0
18,11,Rubens Barrichello,Jordan,0,6,Spun off,0
19,20,Pedro Lamy,Minardi,0,19,Collision,0
20,21,Giancarlo Fisichella,Minardi,0,18,Collision,0
21,17,Jos Verstappen,Footwork,0,12,Spun off,0
22,23,Andrea Montermini,Forti,0,22,Injury,0
