Position,Driver,Constructor,Points,Wins
1,Jackie Stewart,Tyrrell,9,1
2,Denny Hulme,McLaren,6,0
3,Jacky Ickx,Ferrari,4,0
4,Clay Regazzoni,Ferrari,3,0
5,Tim Schenken,Surtees,2,0
6,Ronnie Peterson,March,1,0
7,Carlos Reutemann,Brabham,0,0
8,Henri Pescarolo,March,0,0
9,Howden Ganley,BRM,0,0
10,Helmut Marko,BRM,0,0
11,Niki Lauda,March,0,0
12,Emerson Fittipaldi,Team Lotus,0,0
13,François Cevert,Tyrrell,0,0
14,Reine Wisell,BRM,0,0
15,Peter Revson,McLaren,0,0
16,Mario Andretti,Ferrari,0,0
17,Andrea de Adamich,Surtees,0,0
18,Graham Hill,Brabham,0,0
19,Peter Gethin,BRM,0,0
20,Alex Soler-Roig,BRM,0,0
21,Chris Amon,Matra,0,0
