Position,Driver,Constructor,Points,Wins
1,Alberto Ascari,Ferrari,36,5
2,Nino Farina,Ferrari,24,0
3,Piero Taruffi,Ferrari,22,1
4,Rudi Fischer,Ferrari,10,0
5,Mike Hawthorn,Cooper,10,0
6,Robert Manzon,Gordini,9,0
7,Troy Ruttman,Kuzma,8,1
8,Jim Rathmann,Kurtis Kraft,6,0
9,Jean Behra,Gordini,6,0
10,Sam Hanks,Kurtis Kraft,4,0
11,Luigi Villoresi,Ferrari,4,0
12,Ken Wharton,Frazer Nash,3,0
13,Duane Carter,Lesovsky,3,0
14,Dennis Poore,Connaught,3,0
15,Alan Brown,Cooper,2,0
16,Maurice Trintignant,Simca,2,0
17,Paul Frère,HWM,2,0
18,Art Cross,Kurtis Kraft,2,0
19,Eric Thompson,Connaught,2,0
20,Bill Vukovich,Kurtis Kraft,1,0
21,Roger Laurent,HWM,0,0
22,Toulo de Graffenried,Maserati,0,0
23,Peter Collins,HWM,0,0
24,Jimmy Bryan,Kurtis Kraft,0,0
25,Peter Hirt,Ferrari,0,0
26,Charles de Tornaco,Ferrari,0,0
27,Duncan Hamilton,HWM,0,0
28,Reg Parnell,Cooper,0,0
29,Jimmy Reece,Kurtis Kraft,0,0
30,Fritz Riess,Veritas,0,0
