position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:28.343,1:27.586,1:27.264
2,77,Valtteri Bottas,Mercedes,1:28.767,1:28.063,1:27.553
3,33,Max Verstappen,Red Bull,1:28.885,1:28.025,1:27.678
4,23,Alexander Albon,Red Bull,1:28.732,1:28.749,1:28.274
5,11,Sergio Pérez,Racing Point,1:29.178,1:28.894,1:28.322
6,3,Daniel Ricciardo,Renault,1:29.005,1:28.648,1:28.417
7,31,Esteban Ocon,Renault,1:29.203,1:28.937,1:28.419
8,10,Pierre Gasly,AlphaTauri,1:28.971,1:29.008,1:28.448
9,4,Lando Norris,McLaren,1:29.464,1:28.877,1:28.542
10,26,Daniil Kvyat,AlphaTauri,1:29.158,1:28.944,1:28.618
11,5,Sebastian Vettel,Ferrari,1:29.142,1:29.149,
12,16,Charles Leclerc,Ferrari,1:29.137,1:29.165,
13,18,Lance Stroll,Racing Point,1:28.679,1:29.557,
14,63,George Russell,Williams,1:29.294,1:31.218,
15,55,Carlos Sainz,McLaren,1:28.975,,
16,99,Antonio Giovinazzi,Alfa Romeo,1:29.491,,
17,7,Kimi Räikkönen,Alfa Romeo,1:29.810,,
18,20,Kevin Magnussen,Haas F1 Team,1:30.111,,
19,8,Romain Grosjean,Haas F1 Team,1:30.138,,
20,6,Nicholas Latifi,Williams,1:30.182,,
