Position,Driver,Constructor,Points,Wins
1,Alberto Ascari,Ferrari,27,3
2,Piero Taruffi,Ferrari,19,1
3,Nino Farina,Ferrari,12,0
4,Troy Ruttman,Kuzma,8,1
5,Robert Manzon,Gordini,7,0
6,Mike Hawthorn,Cooper,7,0
7,Rudi Fischer,Ferrari,6,0
8,Jim Rathmann,Kurtis Kraft,6,0
9,Jean Behra,Gordini,4,0
10,Sam Hanks,Kurtis Kraft,4,0
11,Ken Wharton,Frazer Nash,3,0
12,Duane Carter,Lesovsky,3,0
13,Dennis Poore,Connaught,3,0
14,Alan Brown,Cooper,2,0
15,Maurice Trintignant,Simca,2,0
16,Art Cross,Kurtis Kraft,2,0
17,Paul Frère,HWM,2,0
18,Eric Thompson,Connaught,2,0
19,Bill Vukovich,Kurtis Kraft,1,0
20,Toulo de Graffenried,Maserati,0,0
21,Peter Collins,HWM,0,0
22,Jimmy Bryan,Kurtis Kraft,0,0
23,Peter Hirt,Ferrari,0,0
24,Charles de Tornaco,Ferrari,0,0
25,Reg Parnell,Cooper,0,0
26,Jimmy Reece,Kurtis Kraft,0,0
27,Eric Brandon,Cooper,0,0
28,Johnny Claes,Gordini,0,0
29,Philippe Étancelin,Maserati,0,0
30,George Connor,Kurtis Kraft,0,0
