position,number,driver,constructor,Q1,Q2,Q3
1,19,Felipe Massa,Williams,1:10.292,1:09.239,1:08.759
2,77,Valtteri Bottas,Williams,1:10.356,1:09.096,1:08.846
3,6,Nico Rosberg,Mercedes,1:09.695,1:08.974,1:08.944
4,14,Fernando Alonso,Ferrari,1:10.405,1:09.479,1:09.285
5,3,Daniel Ricciardo,Red Bull,1:10.395,1:09.638,1:09.466
6,20,Kevin Magnussen,McLaren,1:10.081,1:09.473,1:09.515
7,26,Daniil Kvyat,Toro Rosso,1:09.678,1:09.490,1:09.619
8,7,Kimi Räikkönen,Ferrari,1:10.285,1:09.657,1:10.795
9,44,Lewis Hamilton,Mercedes,1:09.514,1:09.092,
10,27,Nico Hülkenberg,Force India,1:10.389,1:09.624,
11,11,Sergio Pérez,Force India,1:10.124,1:09.754,
12,22,Jenson Button,McLaren,1:10.252,1:09.780,
13,1,Sebastian Vettel,Red Bull,1:10.630,1:09.801,
14,13,Pastor Maldonado,Lotus F1,1:10.821,1:09.939,
15,25,Jean-Éric Vergne,Toro Rosso,1:10.161,1:10.073,
16,8,Romain Grosjean,Lotus F1,1:10.461,1:10.642,
17,99,Adrian Sutil,Sauber,1:10.825,,
18,21,Esteban Gutiérrez,Sauber,1:11.349,,
19,17,Jules Bianchi,Marussia,1:11.412,,
20,10,Kamui Kobayashi,Caterham,1:11.673,,
21,4,Max Chilton,Marussia,1:11.775,,
22,9,Marcus Ericsson,Caterham,1:12.673,,
