Position,Driver,Constructor,Points,Wins
1,Nico Rosberg,Mercedes,165,3
2,Lewis Hamilton,Mercedes,136,4
3,Daniel Ricciardo,Red Bull,83,1
4,Fernando Alonso,Ferrari,79,0
5,Sebastian Vettel,Red Bull,60,0
6,Nico Hülkenberg,Force India,59,0
7,Valtteri Bottas,Williams,55,0
8,Jenson Button,McLaren,43,0
9,Felipe Massa,Williams,30,0
10,Kevin Magnussen,McLaren,29,0
11,Sergio Pérez,Force India,28,0
12,Kimi Räikkönen,Ferrari,19,0
13,Romain Grosjean,Lotus F1,8,0
14,Jean-Éric Vergne,Toro Rosso,8,0
15,Daniil Kvyat,Toro Rosso,4,0
16,Jules Bianchi,Marussia,2,0
17,Adrian Sutil,Sauber,0,0
18,Marcus Ericsson,Caterham,0,0
19,Pastor Maldonado,Lotus F1,0,0
20,Esteban Gutiérrez,Sauber,0,0
21,Max Chilton,Marussia,0,0
22,Kamui Kobayashi,Caterham,0,0
