position,number,driver,constructor,laps,grid,status,points
1,8,Fernando Alonso,Ferrari,49,3,Finished,25
2,7,Felipe Massa,Ferrari,49,2,Finished,18
3,2,Lewis Hamilton,McLaren,49,4,Finished,15
4,5,Sebastian Vettel,Red Bull,49,1,Finished,12
5,4,Nico Rosberg,Mercedes,49,5,Finished,10
6,3,Michael Schumacher,Mercedes,49,7,Finished,8
7,1,Jenson Button,McLaren,49,8,Finished,6
8,6,Mark Webber,Red Bull,49,6,Finished,4
9,15,Vitantonio Liuzzi,Force India,49,12,Finished,2
10,9,Rubens Barrichello,Williams,49,11,Finished,1
11,11,Robert Kubica,Renault,49,9,Finished,0
12,14,Adrian Sutil,Force India,49,10,Finished,0
13,17,Jaime Alguersuari,Toro Rosso,49,18,Finished,0
14,10,Nico Hülkenberg,Williams,48,13,+1 Lap,0
15,19,Heikki Kovalainen,Lotus,47,21,+2 Laps,0
16,16,Sébastien Buemi,Toro Rosso,46,15,Electrical,0
17,18,Jarno Trulli,Lotus,46,20,Hydraulics,0
18,22,Pedro de la Rosa,Sauber,28,14,Hydraulics,0
19,21,Bruno Senna,HRT,17,23,Overheating,0
20,24,Timo Glock,Virgin,16,19,Gearbox,0
21,12,Vitaly Petrov,Renault,13,17,Suspension,0
22,23,Kamui Kobayashi,Sauber,11,16,Hydraulics,0
23,25,Lucas di Grassi,Virgin,2,22,Hydraulics,0
24,20,Karun Chandhok,HRT,1,24,Accident,0
