position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Red Bull,1:55.029,1:53.883,1:54.101
2,7,Felipe Massa,Ferrari,1:55.313,1:54.331,1:54.242
3,8,Fernando Alonso,Ferrari,1:54.612,1:54.172,1:54.608
4,2,Lewis Hamilton,McLaren,1:55.341,1:54.707,1:55.217
5,4,Nico Rosberg,Mercedes,1:55.463,1:54.682,1:55.241
6,6,Mark Webber,Red Bull,1:55.298,1:54.318,1:55.284
7,3,Michael Schumacher,Mercedes,1:55.593,1:55.105,1:55.524
8,1,Jenson Button,McLaren,1:55.715,1:55.168,1:55.672
9,11,Robert Kubica,Renault,1:55.511,1:54.963,1:55.885
10,14,Adrian Sutil,Force India,1:55.213,1:54.996,1:56.309
11,9,Rubens Barrichello,Williams,1:55.969,1:55.330,
12,15,Vitantonio Liuzzi,Force India,1:55.628,1:55.623,
13,10,Nico Hülkenberg,Williams,1:56.375,1:55.857,
14,22,Pedro de la Rosa,Sauber,1:56.428,1:56.237,
15,16,Sébastien Buemi,Toro Rosso,1:56.189,1:56.265,
16,23,Kamui Kobayashi,Sauber,1:56.541,1:56.270,
17,12,Vitaly Petrov,Renault,1:56.167,1:56.619,
18,17,Jaime Alguersuari,Toro Rosso,1:57.071,,
19,24,Timo Glock,Virgin,1:59.728,,
20,18,Jarno Trulli,Lotus,1:59.852,,
21,19,Heikki Kovalainen,Lotus,2:00.313,,
22,25,Lucas di Grassi,Virgin,2:00.587,,
23,21,Bruno Senna,HRT,2:03.204,,
24,20,Karun Chandhok,HRT,2:04.904,,
