position,number,driver,constructor,Q1,Q2,Q3
1,7,Kimi Räikkönen,Ferrari,1:13.117,1:12.231,1:12.178
2,5,Sebastian Vettel,Ferrari,1:13.090,1:12.449,1:12.221
3,77,Valtteri Bottas,Mercedes,1:13.325,1:12.901,1:12.223
4,33,Max Verstappen,Red Bull,1:13.078,1:12.697,1:12.496
5,3,Daniel Ricciardo,Red Bull,1:13.219,1:13.011,1:12.998
6,55,Carlos Sainz,Toro Rosso,1:13.526,1:13.397,1:13.162
7,11,Sergio Pérez,Force India,1:13.530,1:13.430,1:13.329
8,8,Romain Grosjean,Haas F1 Team,1:13.786,1:13.203,1:13.349
9,22,Jenson Button,McLaren,1:13.723,1:13.453,1:13.613
10,2,Stoffel Vandoorne,McLaren,1:13.476,1:13.249,
11,26,Daniil Kvyat,Toro Rosso,1:13.899,1:13.516,
12,27,Nico Hülkenberg,Renault,1:13.787,1:13.628,
13,20,Kevin Magnussen,Haas F1 Team,1:13.531,1:13.959,
14,44,Lewis Hamilton,Mercedes,1:13.640,1:14.106,
15,19,Felipe Massa,Williams,1:13.796,1:20.529,
16,31,Esteban Ocon,Force India,1:14.101,,
17,30,Jolyon Palmer,Renault,1:14.696,,
18,18,Lance Stroll,Williams,1:14.893,,
19,94,Pascal Wehrlein,Sauber,1:15.159,,
20,9,Marcus Ericsson,Sauber,1:15.276,,
