Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,McLaren,9,1
2,James Hunt,Hesketh,6,0
3,Carlos Reutemann,Brabham,4,0
4,Clay Regazzoni,Ferrari,3,0
5,Patrick Depailler,Tyrrell,2,0
6,Niki Lauda,Ferrari,1,0
7,Mark Donohue,Penske,0,0
8,Jacky Ickx,Team Lotus,0,0
9,Vittorio Brambilla,March,0,0
10,Graham Hill,Lola,0,0
11,Jody Scheckter,Tyrrell,0,0
12,Tom Pryce,Shadow-Ford,0,0
13,Rolf Stommelen,Lola,0,0
14,Jochen Mass,McLaren,0,0
15,Carlos Pace,Brabham,0,0
16,Arturo Merzario,Williams,0,0
17,Mario Andretti,Parnelli,0,0
18,Mike Wilds,BRM,0,0
19,Ronnie Peterson,Team Lotus,0,0
20,Jacques Laffite,Williams,0,0
21,Wilson Fittipaldi,Fittipaldi,0,0
22,Jean-Pierre Jarier,Shadow-Ford,0,0
