position,number,driver,constructor,Q1,Q2,Q3
1,10,Juan Pablo Montoya,McLaren,1:46.391,,
2,9,Kimi Räikkönen,McLaren,1:46.440,,
3,6,Giancarlo Fisichella,Renault,1:46.497,,
4,16,Jarno Trulli,Toyota,1:46.596,,
5,5,Fernando Alonso,Renault,1:46.760,,
6,17,Ralf Schumacher,Toyota,1:47.401,,
7,1,Michael Schumacher,Ferrari,1:47.476,,
8,12,Felipe Massa,Sauber,1:47.867,,
9,3,Jenson Button,BAR,1:47.978,,
10,7,Mark Webber,Williams,1:48.071,,
11,4,Takuma Sato,BAR,1:48.353,,
12,14,David Coulthard,Red Bull,1:48.508,,
13,2,Rubens Barrichello,Ferrari,1:48.550,,
14,11,Jacques Villeneuve,Sauber,1:48.889,,
15,8,Antônio Pizzonia,Williams,1:48.898,,
16,15,Christian Klien,Red Bull,1:48.994,,
17,20,Robert Doornbos,Minardi,1:49.779,,
18,21,Christijan Albers,Minardi,1:49.842,,
19,18,Tiago Monteiro,Jordan,1:51.498,,
20,19,Narain Karthikeyan,Jordan,1:51.675,,
