Position,Driver,Constructor,Points,Wins
1,Mike Hawthorn,Ferrari,30,1
2,Stirling Moss,Cooper,24,2
3,Tony Brooks,Vanwall,16,2
4,Peter Collins,Ferrari,14,1
5,Roy Salvadori,Cooper,13,0
6,Maurice Trintignant,Cooper,12,1
7,Luigi Musso,Ferrari,12,0
8,Harry Schell,Maserati,12,0
9,Jimmy Bryan,Epperly,8,1
10,Wolfgang von Trips,Ferrari,7,0
11,Stuart Lewis-Evans,Vanwall,7,0
12,Juan Fangio,Maserati,7,0
13,George Amick,Epperly,6,0
14,Jean Behra,Maserati,6,0
15,Johnny Boyd,Kurtis Kraft,4,0
16,Tony Bettenhausen,Epperly,4,0
17,Jack Brabham,Cooper,3,0
18,Cliff Allison,Team Lotus,3,0
19,Jim Rathmann,Epperly,2,0
20,Bruce McLaren,Cooper,0,0
21,Edgar Barth,Porsche,0,0
22,Olivier Gendebien,Ferrari,0,0
23,Jimmy Reece,Watson,0,0
24,Phil Hill,Maserati,0,0
25,Ian Burgess,Cooper,0,0
26,Don Freeland,Phillips,0,0
27,Carlos Menditeguy,Maserati,0,0
28,Jo Bonnier,Maserati,0,0
29,Paco Godia,Maserati,0,0
30,Jud Larson,Watson,0,0
