Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Red Bull,25,1
2,Lewis Hamilton,McLaren,18,0
3,Vitaly Petrov,Renault,15,0
4,Fernando Alonso,Ferrari,12,0
5,Mark Webber,Red Bull,10,0
6,Jenson Button,McLaren,8,0
7,Felipe Massa,Ferrari,6,0
8,Sébastien Buemi,Toro Rosso,4,0
9,Adrian Sutil,Force India,2,0
10,Paul di Resta,Force India,1,0
11,Jaime Alguersuari,Toro Rosso,0,0
12,Nick Heidfeld,Renault,0,0
13,Jarno Trulli,Lotus,0,0
14,Jérôme d'Ambrosio,Virgin,0,0
15,Timo Glock,Virgin,0,0
16,Rubens Barrichello,Williams,0,0
17,Nico Rosberg,Mercedes,0,0
18,Heikki Kovalainen,Lotus,0,0
19,Michael Schumacher,Mercedes,0,0
20,Pastor Maldonado,Williams,0,0
