position,number,driver,constructor,Q1,Q2,Q3
1,5,Sebastian Vettel,Red Bull,1:40.318,1:39.874,1:39.394
2,2,Lewis Hamilton,McLaren,1:40.335,1:40.119,1:39.425
3,8,Fernando Alonso,Ferrari,1:40.170,1:40.311,1:39.792
4,1,Jenson Button,McLaren,1:40.877,1:40.014,1:39.823
5,6,Mark Webber,Red Bull,1:40.690,1:40.074,1:39.925
6,7,Felipe Massa,Ferrari,1:40.942,1:40.323,1:40.202
7,9,Rubens Barrichello,Williams,1:40.904,1:40.476,1:40.203
8,3,Michael Schumacher,Mercedes,1:41.222,1:40.452,1:40.516
9,4,Nico Rosberg,Mercedes,1:40.231,1:40.060,1:40.589
10,12,Vitaly Petrov,Renault,1:41.018,1:40.658,1:40.901
11,11,Robert Kubica,Renault,1:41.336,1:40.780,
12,23,Kamui Kobayashi,Sauber,1:41.045,1:40.783,
13,14,Adrian Sutil,Force India,1:41.473,1:40.914,
14,22,Nick Heidfeld,Sauber,1:41.409,1:41.113,
15,10,Nico Hülkenberg,Williams,1:41.015,1:41.418,
16,15,Vitantonio Liuzzi,Force India,1:41.681,1:41.642,
17,17,Jaime Alguersuari,Toro Rosso,1:41.707,1:41.738,
18,16,Sébastien Buemi,Toro Rosso,1:41.824,,
19,18,Jarno Trulli,Lotus,1:43.516,,
20,19,Heikki Kovalainen,Lotus,1:43.712,,
21,24,Timo Glock,Virgin,1:44.095,,
22,25,Lucas di Grassi,Virgin,1:44.510,,
23,21,Bruno Senna,HRT,1:45.085,,
24,20,Christian Klien,HRT,1:45.296,,
