position,number,driver,constructor,laps,grid,status,points
1,5,Sebastian Vettel,Red Bull,55,1,Finished,25
2,2,Lewis Hamilton,McLaren,55,2,Finished,18
3,1,Jenson Button,McLaren,55,4,Finished,15
4,4,Nico Rosberg,Mercedes,55,9,Finished,12
5,11,Robert Kubica,Renault,55,11,Finished,10
6,12,Vitaly Petrov,Renault,55,10,Finished,8
7,8,Fernando Alonso,Ferrari,55,3,Finished,6
8,6,Mark Webber,Red Bull,55,5,Finished,4
9,17,Jaime Alguersuari,Toro Rosso,55,17,Finished,2
10,7,Felipe Massa,Ferrari,55,6,Finished,1
11,22,Nick Heidfeld,Sauber,55,14,Finished,0
12,9,Rubens Barrichello,Williams,55,7,Finished,0
13,14,Adrian Sutil,Force India,55,13,Finished,0
14,23,Kamui Kobayashi,Sauber,55,12,Finished,0
15,16,Sébastien Buemi,Toro Rosso,55,18,Finished,0
16,10,Nico Hülkenberg,Williams,55,15,Finished,0
17,19,Heikki Kovalainen,Lotus,54,20,+1 Lap,0
18,25,Lucas di Grassi,Virgin,53,22,+2 Laps,0
19,21,Bruno Senna,HRT,53,23,+2 Laps,0
20,20,Christian Klien,HRT,53,24,+2 Laps,0
21,18,Jarno Trulli,Lotus,51,19,Rear wing,0
22,24,Timo Glock,Virgin,43,21,Gearbox,0
23,3,Michael Schumacher,Mercedes,0,8,Collision,0
24,15,Vitantonio Liuzzi,Force India,0,16,Collision,0
