position,number,driver,constructor,Q1,Q2,Q3
1,3,Juan Pablo Montoya,Williams,1:15.167,,
2,4,Ralf Schumacher,Williams,1:15.185,,
3,2,Rubens Barrichello,Ferrari,1:15.488,,
4,7,Jarno Trulli,Renault,1:15.679,,
5,6,Kimi Räikkönen,McLaren,1:15.874,,
6,1,Michael Schumacher,Ferrari,1:15.898,,
7,20,Olivier Panis,Toyota,1:16.034,,
8,8,Fernando Alonso,Renault,1:16.483,,
9,21,Cristiano da Matta,Toyota,1:16.550,,
10,5,David Coulthard,McLaren,1:16.666,,
11,14,Mark Webber,Jaguar,1:16.775,,
12,11,Giancarlo Fisichella,Jordan,1:16.831,,
13,16,Jacques Villeneuve,BAR,1:17.090,,
14,10,Heinz-Harald Frentzen,Sauber,1:17.169,,
15,9,Nick Heidfeld,Sauber,1:17.557,,
16,15,Justin Wilson,Jaguar,1:18.021,,
17,17,Jenson Button,BAR,1:18.085,,
18,12,Ralph Firman,Jordan,1:18.341,,
19,19,Jos Verstappen,Minardi,1:19.023,,
20,18,Nicolas Kiesa,Minardi,1:19.174,,
