position,number,driver,constructor,laps,grid,status,points
1,3,Juan Pablo Montoya,Williams,67,1,Finished,10
2,5,David Coulthard,McLaren,67,10,Finished,8
3,7,Jarno Trulli,Renault,67,4,Finished,6
4,8,Fernando Alonso,Renault,67,8,Finished,5
5,20,Olivier Panis,Toyota,66,7,+1 Lap,4
6,21,Cristiano da Matta,Toyota,66,9,+1 Lap,3
7,1,Michael Schumacher,Ferrari,66,6,+1 Lap,2
8,17,Jenson Button,BAR,66,17,+1 Lap,1
9,16,Jacques Villeneuve,BAR,65,13,+2 Laps,0
10,9,Nick Heidfeld,Sauber,65,15,+2 Laps,0
11,14,Mark Webber,Jaguar,64,11,Accident,0
12,18,Nicolas Kiesa,Minardi,62,20,+5 Laps,0
13,11,Giancarlo Fisichella,Jordan,60,13,Engine,0
14,19,Jos Verstappen,Minardi,23,19,Hydraulics,0
15,15,Justin Wilson,Jaguar,6,16,Gearbox,0
16,4,Ralf Schumacher,Williams,1,2,Accident,0
17,10,Heinz-Harald Frentzen,Sauber,1,14,Accident,0
18,2,Rubens Barrichello,Ferrari,0,3,Accident,0
19,6,Kimi Räikkönen,McLaren,0,5,Accident,0
20,12,Ralph Firman,Jordan,0,18,Accident,0
