Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,71,4
2,Juan Pablo Montoya,Williams,65,2
3,Kimi Räikkönen,McLaren,62,1
4,Ralf Schumacher,Williams,53,2
5,Rubens Barrichello,Ferrari,49,1
6,Fernando Alonso,Renault,44,0
7,David Coulthard,McLaren,41,1
8,Jarno Trulli,Renault,22,0
9,Jenson Button,BAR,12,0
10,Mark Webber,Jaguar,12,0
11,Giancarlo Fisichella,Jordan,10,1
12,Cristiano da Matta,Toyota,8,0
13,Heinz-Harald Frentzen,Sauber,7,0
14,Olivier Panis,Toyota,6,0
15,Jacques Villeneuve,BAR,3,0
16,Nick Heidfeld,Sauber,2,0
17,Ralph Firman,Jordan,1,0
18,Antônio Pizzonia,Jaguar,0,0
19,Jos Verstappen,Minardi,0,0
20,Justin Wilson,Minardi,0,0
21,Nicolas Kiesa,Minardi,0,0
