position,number,driver,constructor,laps,grid,status,points
1,3,David Coulthard,McLaren,78,2,Finished,10
2,1,Michael Schumacher,Ferrari,78,3,Finished,6
3,5,Ralf Schumacher,Williams,78,4,Finished,4
4,14,Jarno Trulli,Renault,77,7,+1 Lap,3
5,9,Giancarlo Fisichella,Jordan,77,11,+1 Lap,2
6,20,Heinz-Harald Frentzen,Arrows,77,12,+1 Lap,1
7,2,Rubens Barrichello,Ferrari,77,5,+1 Lap,0
8,7,Nick Heidfeld,Sauber,76,15,+2 Laps,0
9,16,Eddie Irvine,Jaguar,76,19,+2 Laps,0
10,17,Pedro de la Rosa,Jaguar,76,17,+2 Laps,0
11,23,Mark Webber,Minardi,76,20,+2 Laps,0
12,21,Enrique Bernoldi,Arrows,76,21,+2 Laps,0
13,24,Mika Salo,Toyota,69,9,Brakes,0
14,8,Felipe Massa,Sauber,63,13,Accident,0
15,12,Olivier Panis,BAR,51,18,Collision,0
16,15,Jenson Button,Renault,51,8,Collision,0
17,6,Juan Pablo Montoya,Williams,46,1,Engine,0
18,11,Jacques Villeneuve,BAR,44,14,Mechanical,0
19,4,Kimi Räikkönen,McLaren,41,6,Collision,0
20,22,Alex Yoong,Minardi,29,22,Accident,0
21,10,Takuma Sato,Jordan,22,16,Spun off,0
22,25,Allan McNish,Toyota,15,10,Accident,0
