Position,Driver,Constructor,Points,Wins
1,Carlos Reutemann,Ferrari,13,1
2,Jody Scheckter,Wolf,9,1
3,Carlos Pace,Brabham,6,0
4,James Hunt,McLaren,6,0
5,Emerson Fittipaldi,Fittipaldi,6,0
6,Niki Lauda,Ferrari,4,0
7,Mario Andretti,Team Lotus,2,0
8,Gunnar Nilsson,Team Lotus,2,0
9,Clay Regazzoni,Ensign,1,0
10,Renzo Zorzi,Shadow,1,0
11,Ingo Hoffmann,Fittipaldi,0,0
12,Vittorio Brambilla,Surtees,0,0
13,Ian Scheckter,March,0,0
14,Tom Pryce,Shadow,0,0
15,John Watson,Brabham,0,0
16,Hans Binder,Surtees,0,0
17,Alex Ribeiro,March,0,0
18,Jacques Laffite,Ligier,0,0
19,Patrick Depailler,Tyrrell,0,0
20,Jochen Mass,McLaren,0,0
21,Ronnie Peterson,Tyrrell,0,0
22,Larry Perkins,BRM,0,0
